Rank	Rank Rep1	Rank Rep2	Rank Rep3	id	Lead gene name	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Q-value	Ratio H/L count M1_F1	Ratio H/L count M1_F2	Ratio H/L count M1_F3	Ratio H/L count M2_F1	Ratio H/L count M2_F2	Ratio H/L count M2_F3	Ratio H/L count M3_F1	Ratio H/L count M3_F2	Ratio H/L count M3_F3	Min Ratio count	LognRatio H/L M1_F1	LognRatio H/L M1_F2	LognRatio H/L M1_F3	LognRatio H/L M2_F1	LognRatio H/L M2_F2	LognRatio H/L M2_F3	LognRatio H/L M3_F1	LognRatio H/L M3_F2	LognRatio H/L M3_F3	Delta 1_1	Delta 1_2	Delta 1_3	Delta 2_1	Delta 2_2	Delta 2_3	Delta 3_1	Delta 3_2	Delta 3_3	Abs Dist 1	Abs Dist 2	Abs Dist 3	Abs Dist total	Median abs dist replicates	Max dist	Rob sum abs dist (minus max dist)	Chosen Distance	Total Ratio count	Percentile	Sum lower two reps			LognRatio H/L M1_F1	LognRatio H/L M1_F2	LognRatio H/L M1_F3	LognRatio H/L M2_F1	LognRatio H/L M2_F2	LognRatio H/L M2_F3	LognRatio H/L M3_F1	LognRatio H/L M3_F2	LognRatio H/L M3_F3				Add abundance filter	id	Gene names	Delta F3	Passes filter?	Correlation 1 vs 2	Correlation 1 vs 3	Correlation 2 vs 3	Min correl	Correlation with query	distance correl	Rank propduct three neighbourhoods	Rank three neigbourhoods	Rand
1828	1412	1454	2523	6936	ABRACL	Q9P1F3	Q9P1F3	Costars family protein ABRACL	ABRACL	sp|Q9P1F3|ABRAL_HUMAN Costars family protein ABRACL OS=Homo sapiens OX=9606 GN=ABRACL PE=1 SV=1	0	4	7	4	7	7	5	5	10	7	4	0.314404718	-0.053627373	0.303320878	0.129860217	-0.128455109	-0.051505559	-0.078330087	-0.34698413	-0.008413422	0.042312337	0.557025482	1.689553664	0.341362955	0.530106337	1.295127249	0.674206966	0.807664708	1.49122102	2.288891483	2.166596541	2.973092694	7.428580718	2.288891483	1.689553664	5.739027054	7.428580718	56	0.48	4.455488024																6936	ABRACL	0.038	1	0.747571984	0.975167051	0.581911054	0.581911054	-0.275571092	1.275571092	5179840105	1875	0.699539607
3144	3044	3017	3157	1160	ACAA1	P09110;P09110-2	P09110;P09110-2	"3-ketoacyl-CoA thiolase, peroxisomal"	ACAA1	"sp|P09110|THIK_HUMAN 3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2;sp|P09110-2|THIK_HUMAN Isoform 2 of 3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1"	0	6	6	4	6	5	2	6	4	6	2	-0.788447954	-0.067052885	0.24244353	-0.66951358	0.290445074	0.651368007	-0.98669182	-0.099979664	0.131666335	1.14516501	0.570450993	1.628676316	1.140736753	0.111206154	1.998000815	1.582568699	0.560660242	1.631300777	3.34429232	3.249943723	3.774529718	10.36876576	3.34429232	1.998000815	8.370764945	10.36876576	45	0.37	6.594236042																1160	ACAA1	-0.22	1	0.999568768	0.995065314	0.997549824	0.995065314	-0.663179724	1.663179724	28993092436	3183	0.442963077
2725	2858	2929	1632	1915	ACAA2	P42765	P42765	"3-ketoacyl-CoA thiolase, mitochondrial"	ACAA2	"sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2"	0	2	3	3	5	3	1	3	3	1	1	-0.749711162	-0.037302395	0.065431875	-0.518249133	0.308489523	0.673952704	-0.163201657	0.470949735	0.28237727	1.106428217	0.540700504	1.451664661	0.989472306	0.093161705	2.020585512	0.759078536	0.010269157	1.782011712	3.098793382	3.103219523	2.551359405	8.75337231	3.098793382	2.020585512	6.732786798	8.75337231	24	0.12	5.650152787																1915	ACAA2	0.018	1	0.982406334	0.917235302	0.826704305	0.826704305	-0.47674655	1.47674655	13661605824	2630	0.445869377
2501	1435	2528	2882	2884	ACACA	Q13085;Q13085-4;Q13085-3;Q13085-2	Q13085;Q13085-4;Q13085-3;Q13085-2	Acetyl-CoA carboxylase 1;Biotin carboxylase	ACACA	sp|Q13085|ACACA_HUMAN Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2;sp|Q13085-4|ACACA_HUMAN Isoform 4 of Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA;sp|Q13085-3|ACACA_HUMAN Isoform 3 of Acetyl-CoA carboxylase 1 OS=Homo s	0	8	16	19	18	15	11	15	11	13	8	0.041743268	0.24903652	0.342413411	-0.393152772	0.115912756	0.243793621	-0.341648796	0.048596696	0.409949694	0.314973787	0.254361588	1.728646198	0.864375945	0.285738472	1.590426429	0.937525675	0.412083882	1.909584136	2.297981574	2.740540846	3.259193693	8.297716112	2.740540846	1.909584136	6.388131976	8.297716112	126	0.78	5.038522419																2884	ACACA	-0.171	1	0.993125226	0.981402348	0.95218497	0.95218497	-0.697048002	1.697048002	10454973760	2431	0.205034609
3308	3340	3268	3216	1259	ACADM	P11310;P11310-2	P11310;P11310-2	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"	ACADM	"sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;sp|P11310-2|ACADM_HUMAN Isoform 2 of Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM"	0	7	4	1	12	4	1	6	5	2	1	-0.520368416	0.813150434	3.212556151	-0.852774047	0.386554953	1.624858602	-0.488556016	0.261187343	1.326166866	0.877085471	0.309752325	4.598788938	1.32399722	0.015096275	2.97149141	1.084432895	0.199493235	2.825801308	5.785626734	4.310584905	4.109727438	14.20593908	4.310584905	4.598788938	9.607150139	14.20593908	42	0.33	8.420312342																1259	ACADM	-0.715	1	0.98664342	0.99798914	0.994984538	0.98664342	-0.818664065	1.818664065	35103025921	3299	0.535443914
1783	1602	1649	2065	3215	ACAP1	Q15027	Q15027	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1"	ACAP1	"sp|Q15027|ACAP1_HUMAN Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ACAP1 PE=1 SV=1"	0	15	21	22	17	16	20	15	23	19	15	0.140730947	-0.013564579	0.246169516	0.072601609	-0.060708423	0.053668665	-0.06193888	0.105752571	0.237645499	0.215986108	0.516962687	1.632402302	0.398621564	0.462359651	1.400301473	0.657815758	0.354928008	1.737279941	2.365351098	2.261282688	2.750023707	7.376657493	2.365351098	1.737279941	5.639377552	7.376657493	168	0.85	4.626633786																3215	ACAP1	0.11	1	0.854061905	0.339645784	-0.199170445	-0.199170445	-0.679325469	1.679325469	5455106370	1922	0.074848703
1890	1816	1789	2023	3235	ACAP2	Q15057	Q15057	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"	ACAP2	"sp|Q15057|ACAP2_HUMAN Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ACAP2 PE=1 SV=3"	0	14	12	7	11	13	8	7	10	11	7	-0.179404485	-0.132809726	-0.113155568	-0.086297159	-0.000733026	0.026355245	-0.078117714	-0.007581355	0.08249585	0.53612154	0.636207835	1.273077219	0.557520332	0.402384254	1.372988053	0.673994592	0.468261934	1.582130292	2.445406594	2.332892639	2.724386818	7.502686052	2.445406594	1.582130292	5.920555759	7.502686052	93	0.68	4.778299233																3235	ACAP2	0.092	1	0.998166348	0.955119222	0.93543742	0.93543742	-0.475679727	1.475679727	6572370952	2067	0.167180949
3224	3051	2857	3306	1569	ACAT1	P24752;P24752-2	P24752	"Acetyl-CoA acetyltransferase, mitochondrial"	ACAT1	"sp|P24752|THIL_HUMAN Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1"	0	4	6	6	7	5	1	7	5	3	1	-1.255895478	-1.231734745	-1.379363754	-1.632379386	-0.209126771	-1.038360474	-1.230850632	-0.375518826	1.082877617	1.612612533	1.735132854	0.006869032	2.103602559	0.610777999	0.308272334	1.826727511	0.836199404	2.582512059	3.354614419	3.022652892	5.245438973	11.62270628	3.354614419	2.582512059	9.040194226	11.62270628	44	0.36	6.377267311																1569	ACAT1	-0.468	1	0.245740153	-0.864123409	0.275497449	-0.864123409	-0.361789083	1.361789083	28817433343	3177	0.84613554
1553	1408	1650	1635	5990	ACAT2	Q9BWD1;Q9BWD1-2	Q9BWD1;Q9BWD1-2	"Acetyl-CoA acetyltransferase, cytosolic"	ACAT2	"sp|Q9BWD1|THIC_HUMAN Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=ACAT2 PE=1 SV=2;sp|Q9BWD1-2|THIC_HUMAN Isoform 2 of Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=ACAT2"	0	20	23	21	29	27	28	23	31	24	20	0.509852239	0.459501848	0.703865689	-0.011774845	-0.211644758	-0.181413713	0.262410143	-0.011350887	0.247299669	0.153135184	0.043896261	2.090098475	0.482998018	0.613295986	1.165219095	0.333466736	0.472031465	1.746934111	2.287129921	2.261513099	2.552432312	7.101075332	2.287129921	2.090098475	5.010976857	7.101075332	226	0.91	4.54864302																5990	ACAT2	-0.002	1	-0.185378074	0.621655013	0.654473381	-0.185378074	-0.142585629	1.142585629	3798432001	1676	0.876368937
1118	1160	1222	1120	6271	ACBD3	Q9H3P7	Q9H3P7	Golgi resident protein GCP60	ACBD3	sp|Q9H3P7|GCP60_HUMAN Golgi resident protein GCP60 OS=Homo sapiens OX=9606 GN=ACBD3 PE=1 SV=4	0	3	4	4	5	4	6	5	4	2	2	-0.240913219	0.137279437	-0.16625175	0.041255205	0.29841245	0.166649869	0.235586701	0.495007562	0.347612836	0.597630274	0.366118672	1.219981037	0.429967968	0.103238778	1.513282677	0.360290178	0.034326983	1.847247278	2.183729983	2.046489424	2.241864439	6.472083845	2.183729983	1.847247278	4.624836567	6.472083845	37	0.28	4.230219406																6271	ACBD3	-0.193	1	0.948655496	0.967008727	0.997936275	0.948655496	0.104133817	0.895866183	1587622400	1205	0.229472541
2837	1617	2916	3074	5816	ACBD6	Q9BR61	Q9BR61	Acyl-CoA-binding domain-containing protein 6	ACBD6	sp|Q9BR61|ACBD6_HUMAN Acyl-CoA-binding domain-containing protein 6 OS=Homo sapiens OX=9606 GN=ACBD6 PE=1 SV=1	0.00018965	2	4	1	2	4	2	3	3	3	1	0.70996227	-0.270595621	-0.140694591	-1.096561858	0.041912174	-0.184362718	-0.684299786	-0.181107252	0.147630183	0.353245214	0.77399373	1.245538195	1.567785031	0.359739054	1.16227009	1.280176664	0.64178783	1.647264625	2.37277714	3.089794175	3.569229119	9.031800434	3.089794175	1.647264625	7.384535809	9.031800434	24	0.12	5.462571314																5816	ACBD6	-0.119	1	-0.997783943	-0.865138863	0.829851086	-0.997783943	-0.24073365	1.24073365	14494438729	2677	0.760323886
1842	1559	1989	1859	7207	ACIN1	Q9UKV3;Q9UKV3-5;Q9UKV3-3;Q9UKV3-2	Q9UKV3;Q9UKV3-5	Apoptotic chromatin condensation inducer in the nucleus	ACIN1	sp|Q9UKV3|ACINU_HUMAN Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=2;sp|Q9UKV3-5|ACINU_HUMAN Isoform 4 of Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1	0	9	9	13	13	8	11	11	8	6	6	-0.240913219	0.090849804	-0.047247336	-0.110707877	0.233028469	0.343294469	-0.035672268	0.057153422	0.121482346	0.597630274	0.412548305	1.33898545	0.58193105	0.168622759	1.689927277	0.631549146	0.403527156	1.621116788	2.34916403	2.440481086	2.65619309	7.445838206	2.440481086	1.689927277	5.75591093	7.445838206	88	0.66	4.789645116																7207	ACIN1	0.051	1	0.788652676	0.662621154	0.983064507	0.662621154	-0.378191292	1.378191292	5764482009	1969	0.051203349
1274	701	1674	1505	2212	ACLY	P53396;P53396-2	P53396;P53396-2	ATP-citrate synthase	ACLY	sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3;sp|P53396-2|ACLY_HUMAN Isoform 2 of ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY	0	76	75	73	83	75	80	67	78	73	67	0.234294953	0.242894347	0.191821687	-0.170977103	-0.205349476	-0.321278768	0.015468396	0.046823709	-0.01044811	0.122422103	0.260503762	1.578054473	0.642200275	0.607000704	1.02535404	0.580408482	0.413856869	1.489186332	1.960980338	2.274555019	2.483451684	6.71898704	2.274555019	1.578054473	5.140932567	6.71898704	680	0.99	4.235535357																2212	ACLY	-0.005	1	0.92944233	0.912895111	0.697872995	0.697872995	0.170440261	0.829559739	1766078371	1259	0.886615098
1764	1985	1358	2019	1500	ACO1	P21399	P21399	Cytoplasmic aconitate hydratase	ACO1	sp|P21399|ACOC_HUMAN Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3	0	22	27	14	23	18	17	22	26	19	14	0.071009148	-0.105402051	0.233235249	0.063807133	-0.039342493	-0.071255551	0.085276586	-0.046731083	0.204522492	0.285707907	0.60880016	1.619468036	0.40741604	0.440993721	1.275377257	0.510600293	0.507411662	1.704156934	2.513976102	2.123787017	2.722168888	7.359932008	2.513976102	1.704156934	5.655775074	7.359932008	188	0.88	4.63776312																1500	ACO1	-0.072	1	-0.202417859	0.999986807	-0.19738474	-0.202417859	-0.503592832	1.503592832	5442476970	1919	0.094579628
3288	3245	3297	3271	5757	ACO2	Q99798	Q99798	"Aconitate hydratase, mitochondrial"	ACO2	"sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2"	0	16	10	8	25	8	10	21	8	9	8	-1.308314311	0.064426206	0.559792654	-1.509937812	0.542075837	1.180634099	-1.296535264	0.209753743	0.988991848	1.665031366	0.438971902	1.94602544	1.981160985	0.140424609	2.527266907	1.892412143	0.250926835	2.48862629	4.050028708	4.648852501	4.631965268	13.33084648	4.631965268	2.527266907	10.80357957	13.33084648	115	0.75	8.681993976																5757	ACO2	-0.439	1	0.999559178	0.996544721	0.993639498	0.993639498	-0.707696746	1.707696746	34995660315	3296	0.092237305
3037	1949	2994	3200	6557	ACOT13	Q9NPJ3;Q9NPJ3-2	Q9NPJ3;Q9NPJ3-2	"Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed"	ACOT13	sp|Q9NPJ3|ACO13_HUMAN Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13 PE=1 SV=1;sp|Q9NPJ3-2|ACO13_HUMAN Isoform 2 of Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13	0	1	3	4	2	1	3	1	1	1	1	-0.075264585	-0.094127551	0.08141094	-0.910931467	-0.096224249	-0.020432292	-0.892994164	-0.454353109	0.113656782	0.43198164	0.59752566	1.467643726	1.382154639	0.497875477	1.326200516	1.488871043	0.915033687	1.613291224	2.497151026	3.206230633	4.017195953	9.720577612	3.206230633	1.613291224	8.107286388	9.720577612	17	0.04	5.703381659																6557	ACOT13	-0.263	1	0.481532537	0.853793854	0.867407893	0.481532537	-0.64025025	1.64025025	18672979200	2871	0.494599831
1639	1518	1689	1718	109	ACOT7	O00154-4;O00154-6;O00154-7;O00154;O00154-5;O00154-2;O00154-3	O00154-4;O00154-6;O00154-7;O00154;O00154-5;O00154-2;O00154-3	Cytosolic acyl coenzyme A thioester hydrolase	ACOT7	sp|O00154-4|BACH_HUMAN Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7;sp|O00154-6|BACH_HUMAN Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7;sp|O00154-7|BACH_HUMAN Iso	0	27	27	26	28	21	25	25	29	29	21	0.111944532	-0.042824607	0.155361861	-0.119229404	-0.097601766	-0.15280055	0.037196142	-0.026187463	0.048791679	0.244772523	0.546222716	1.541594648	0.590452577	0.499252994	1.193832258	0.558680736	0.486868042	1.548426121	2.332589887	2.283537829	2.593974899	7.210102615	2.332589887	1.548426121	5.661676494	7.210102615	237	0.92	4.616127716																109	ACOT7	-0.007	1	-0.90562047	0.997837695	-0.875788477	-0.90562047	-0.205475467	1.205475467	4404783636	1763	0.163103334
3113	2697	3149	3070	3239	ACOX1	Q15067;Q15067-2;Q15067-3	Q15067;Q15067-2;Q15067-3	Peroxisomal acyl-coenzyme A oxidase 1	ACOX1	sp|Q15067|ACOX1_HUMAN Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens OX=9606 GN=ACOX1 PE=1 SV=3;sp|Q15067-2|ACOX1_HUMAN Isoform 2 of Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens OX=9606 GN=ACOX1;sp|Q15067-3|ACOX1_HUMAN Isoform 3 of Peroxiso	0	3	6	4	7	5	7	3	6	2	2	-0.362483759	0.107608744	0.452738521	-0.672741437	0.168233791	0.887612199	-0.619937025	-0.080824997	0.289671997	0.719200815	0.395789365	1.838971308	1.14396461	0.233417437	2.234245007	1.215813904	0.541505576	1.789306439	2.953961487	3.611627054	3.546625919	10.11221446	3.546625919	2.234245007	7.877969453	10.11221446	43	0.34	6.500587406																3239	ACOX1	-0.435	1	0.99906235	0.999831681	0.998099866	0.998099866	-0.769927325	1.769927325	26073058711	3114	0.750724943
1090	648	1258	1406	1566	ACP1	P24666;P24666-3;P24666-4	P24666;P24666-3;P24666-4	Low molecular weight phosphotyrosine protein phosphatase	ACP1	sp|P24666|PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1 PE=1 SV=3;sp|P24666-3|PPAC_HUMAN Isoform 3 of Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1;sp|P24666-4	0	8	9	11	9	8	9	6	8	5	5	0.34621153	0.128893017	0.159256625	-0.003316993	0.127207789	-0.02571183	0.102833075	0.19604731	0.172684982	0.010505525	0.374505092	1.545489411	0.474540166	0.274443438	1.320920978	0.493043803	0.264633268	1.672319424	1.930500029	2.069904583	2.429996495	6.430401106	2.069904583	1.672319424	4.758081683	6.430401106	73	0.59	4.000404611																1566	ACP1	-0.026	1	-0.494236981	-0.993523358	0.589815956	-0.993523358	0.166308209	0.833691791	1146148704	1089	0.244928133
3283	3265	3249	3284	3513	ACSF3	Q4G176	Q4G176	"Acyl-CoA synthetase family member 3, mitochondrial"	ACSF3	"sp|Q4G176|ACSF3_HUMAN Malonate--CoA ligase ACSF3, mitochondrial OS=Homo sapiens OX=9606 GN=ACSF3 PE=1 SV=3"	0	6	1	3	7	3	3	6	3	3	1	-1.169979935	-0.141873131	0.657273748	-1.347536949	0.261713703	0.849947441	-1.203081429	-0.068657365	0.965737387	1.52669699	0.64527124	2.043506534	1.818760122	0.139937525	2.196580249	1.798958308	0.529337943	2.465371829	4.215474764	4.155277897	4.79366808	13.16442074	4.215474764	2.465371829	10.69904891	13.16442074	35	0.26	8.370752661																3513	ACSF3	-0.578	1	0.982029503	0.998960693	0.972406682	0.972406682	-0.795728795	1.795728795	34836622741	3291	0.739224427
1085	377	1542	1475	906	ACSL3	O95573	O95573	Long-chain-fatty-acid--CoA ligase 3	ACSL3	sp|O95573|ACSL3_HUMAN Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens OX=9606 GN=ACSL3 PE=1 SV=3	0	11	6	10	13	4	6	10	5	7	4	0.063353907	0.469154158	0.019241554	-0.581946735	-0.36675428	-0.955490423	-0.339415097	-0.270622169	-0.696716251	0.293363148	0.034243951	1.405474341	1.053169908	0.768405508	0.391142385	0.935291976	0.731302747	0.802918191	1.73308144	2.2127178	2.469512914	6.415312154	2.2127178	1.405474341	5.009837813	6.415312154	72	0.58	3.94579924																906	ACSL3	-0.107	1	0.83171583	0.691520396	0.976202161	0.691520396	0.426224695	0.573775305	857467650.3	982	0.287560185
787	2346	240	762	531	ACSL4	O60488-2;O60488	O60488-2;O60488	Long-chain-fatty-acid--CoA ligase 4	ACSL4	sp|O60488-2|ACSL4_HUMAN Isoform Short of Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens OX=9606 GN=ACSL4;sp|O60488|ACSL4_HUMAN Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens OX=9606 GN=ACSL4 PE=1 SV=2	0	18	18	26	19	25	33	18	23	20	18	1.284724558	0.591874229	0.289344206	0.479345047	-0.268449806	-0.797065091	0.486920424	-0.227407581	-0.393303207	0.928007502	0.08847612	1.675576992	0.008121874	0.670101033	0.549567717	0.108956455	0.688088159	1.106331235	2.692060614	1.227790624	1.903375849	5.823227088	1.903375849	1.675576992	4.147650096	5.823227088	200	0.89	3.131166474																531	ACSL4	0.108	1	0.992343233	0.992485818	0.969773843	0.969773843	0.53359916	0.46640084	429036480	757	0.003943249
3007	1498	3091	3172	6683	ACSS1	Q9NUB1-2;Q9NUB1;Q9NUB1-3;Q9NUB1-4	Q9NUB1-2;Q9NUB1;Q9NUB1-3;Q9NUB1-4	"Acetyl-coenzyme A synthetase 2-like, mitochondrial"	ACSS1	"sp|Q9NUB1-2|ACS2L_HUMAN Isoform 2 of Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Homo sapiens OX=9606 GN=ACSS1;sp|Q9NUB1|ACS2L_HUMAN Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Homo sapiens OX=9606 GN=ACSS1 PE=1 SV=2;sp|Q9NUB1-3|ACS2L_H"	0	5	3	2	7	3	2	7	2	2	2	-0.367010753	0.098978849	-0.189311272	-0.623150956	-0.029109334	0.549056094	-0.770999756	-0.120517697	0.402781198	0.723727808	0.40441926	1.196921514	1.094374129	0.430760562	1.895688902	1.366876635	0.581198275	1.90241564	2.325068582	3.420823593	3.85049055	9.596382725	3.420823593	1.90241564	7.693967086	9.596382725	33	0.23	5.745892176																6683	ACSS1	-0.548	1	0.385036045	0.434879041	0.998506674	0.385036045	-0.655419613	1.655419613	14687368697	2690	0.61510133
2289	2219	2110	2306	2468	ACTA2	P62736;P63267;P63267-2	P62736;P63267;P63267-2	"Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle"	ACTA2;ACTG2	"sp|P62736|ACTA_HUMAN Actin, aortic smooth muscle OS=Homo sapiens OX=9606 GN=ACTA2 PE=1 SV=1;sp|P63267|ACTH_HUMAN Actin, gamma-enteric smooth muscle OS=Homo sapiens OX=9606 GN=ACTG2 PE=1 SV=1;sp|P63267-2|ACTH_HUMAN Isoform 2 of Actin, gamma-enteric smooth m"	0.00017235	2	3	2	3	2	3	4	1	3	1	0.436898998	0.069763805	0.720669991	0.411611265	-0.145761568	0.538618647	0.491660515	0.150544243	0.938784009	0.080181943	0.433634304	2.106902778	0.059611908	0.547412796	1.885251455	0.104216363	0.310136335	2.438418451	2.620719024	2.492276159	2.852771149	7.965766332	2.620719024	2.438418451	5.527347882	7.965766332	23	0.11	5.112995183																2468	ACTA2;ACTG2	0.448	1	0.962573517	0.988576074	0.910728163	0.910728163	-0.741887319	1.741887319	10796899540	2458	0.19901352
2257	2422	1614	2451	2359	ACTB	P60709	P60709	"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed"	ACTB	"sp|P60709|ACTB_HUMAN Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1"	0	227	267	267	221	250	308	207	294	247	207	0.56287619	0.174850196	0.812724206	0.131572403	-0.143748379	0.014401836	0.041397446	-0.367416961	0.054350453	0.206159134	0.328547913	2.198956993	0.33965077	0.545399607	1.361034644	0.554479433	0.828097539	1.553984895	2.73366404	2.246085021	2.936561867	7.916310928	2.73366404	2.198956993	5.717353935	7.916310928	2288	1.00	4.979749061																2359	ACTB	0	1	0.66965489	0.931539459	0.893875545	0.66965489	-0.327690148	1.327690148	9581223708	2381	0.248408133
2795	3310	419	2508	3563	ACTBL2	Q562R1	Q562R1	Beta-actin-like protein 2	ACTBL2	sp|Q562R1|ACTBL_HUMAN Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2	0	2	1	5	4	2	3	3	9	2	1	0.607833634	-1.616711091	0.810928345	-0.339433531	0.287294289	-1.815909977	-0.198865854	-0.178039107	0.034553634	0.251116579	2.1201092	2.197161131	0.810656704	0.114356939	0.469277169	0.794742733	0.638719686	1.534188076	4.56838691	1.394290811	2.967650494	8.930328216	2.967650494	2.197161131	6.733167084	8.930328216	31	0.20	4.361941306																3563	ACTBL2	0.187	1	-0.779270827	0.495461404	-0.930457983	-0.930457983	0.00603958	0.99396042	3478320121	1620	0.944841146
1588	2689	1178	1035	2526	ACTC1	P68032	P68032	"Actin, alpha cardiac muscle 1"	ACTC1	"sp|P68032|ACTC_HUMAN Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1"	0	21	20	21	30	28	23	20	36	21	20	0.520231109	0.238036574	1.132473033	0.559682725	0.045502935	0.229092474	0.4429748	0.131351575	0.192544003	0.163514053	0.265361535	2.51870582	0.088459552	0.356148293	1.575725282	0.152902079	0.329329003	1.692178445	2.947581408	2.020333127	2.174409527	7.142324062	2.174409527	2.51870582	4.623618242	7.142324062	220	0.91	4.194742654																2526	ACTC1	-0.062	1	0.149545566	-0.023517579	0.984964419	-0.023517579	-0.279575119	1.279575119	3278509471	1579	0.614640831
2275	2899	1367	1902	2517	ACTG1	P63261	P63261	"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed"	ACTG1	"sp|P63261|ACTG_HUMAN Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1"	0	2	3	1	4	1	3	1	1	2	1	0.661400031	-0.828216384	0.120214368	0.187212796	-0.286881148	-0.190278875	-0.158219923	-0.349195095	-0.388929191	0.304682975	1.331614493	1.506447154	0.284010377	0.688532376	1.156353933	0.754096801	0.809875673	1.110705251	3.142744622	2.128896686	2.674677725	7.946319034	2.674677725	1.506447154	6.439871879	7.946319034	18	0.05	4.803574411																2517	ACTG1	-0.505	1	0.884143211	0.666025671	0.937371949	0.666025671	0.003792259	0.996207741	7537498567	2187	0.823876555
1690	2007	1499	1654	974	ACTL6A	O96019;O96019-2;O94805	O96019;O96019-2	Actin-like protein 6A	ACTL6A	sp|O96019|ACL6A_HUMAN Actin-like protein 6A OS=Homo sapiens OX=9606 GN=ACTL6A PE=1 SV=1;sp|O96019-2|ACL6A_HUMAN Isoform 2 of Actin-like protein 6A OS=Homo sapiens OX=9606 GN=ACTL6A	0	11	11	16	12	15	12	11	14	15	11	-0.043779692	-0.045100152	0.187214298	-0.050619067	0.324657006	0.244733589	-0.060405154	0.292361344	0.234212553	0.400496747	0.548498261	1.573447085	0.52184224	0.076994222	1.591366397	0.656282032	0.168319234	1.733846995	2.522442092	2.190202859	2.558448261	7.271093212	2.522442092	1.733846995	5.537246218	7.271093212	117	0.76	4.712644951																974	ACTL6A	-0.064	1	0.309912565	0.356318491	0.998788757	0.309912565	-0.479908987	1.479908987	4976047422	1846	0.240032061
