Obs ID (Primary)	Obs ID ($ClassID)	Obs ID (Lead gene name)	Obs ID (Protein names)	Obs ID (Gene names)	Obs ID (Fasta headers)	Obs ID (Obs. Sec. ID:5)	Obs ID (Annotation Organelles)	Obs ID (Min Ratio count)	Class	M1.t[1]	M1.t[2]
1044		RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	RPN2	sp|P04844|RPN2_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2 PE=1 SV=3;sp|P04844-2|RPN2_HUMAN Isoform 2 of Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sap	2	ER	7	---	-1.66866	0.351922
3034		MOGS	Mannosyl-oligosaccharide glucosidase	MOGS	sp|Q13724-2|MOGS_HUMAN Isoform 2 of Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS;sp|Q13724|MOGS_HUMAN Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5	2	ER	1	---	-1.60005	-1.6704
2140		SSR4	Translocon-associated protein subunit delta	SSR4	sp|P51571|SSRD_HUMAN Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1	2	ER	3	---	-2.45161	-0.650994
1841		FDFT1	Squalene synthase	FDFT1	sp|P37268|FDFT_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1;sp|P37268-2|FDFT_HUMAN Isoform 2 of Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1;sp|P37268-3|FDFT_HUMAN Isoform 3 of Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1;	2	ER	15	---	-0.160107	0.226838
1999		LSS	Lanosterol synthase	LSS	sp|P48449|ERG7_HUMAN Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1;sp|P48449-3|ERG7_HUMAN Isoform 3 of Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS;sp|P48449-2|ERG7_HUMAN Isoform 2 of Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS	2	ER	8	---	-0.181526	1.14661
1693		PDIA3	Protein disulfide-isomerase A3	PDIA3	sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4	2	ER	17	---	-2.82704	-1.25932
1857		DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	DDOST	sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;sp|P39656-3|OST48_HUMAN Isoform 3 of Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subuni	2	ER	6	---	-2.2697	-0.698752
6915		HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	HACD3	sp|Q9P035|HACD3_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=2;sp|Q9P035-2|HACD3_HUMAN Isoform 2 of Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens OX=9606 GN=HACD3	2	ER	1	---	-1.18357	0.474811
6510		ATP13A1	Manganese-transporting ATPase 13A1	ATP13A1	sp|Q9HD20|AT131_HUMAN Manganese-transporting ATPase 13A1 OS=Homo sapiens OX=9606 GN=ATP13A1 PE=1 SV=2;sp|Q9HD20-2|AT131_HUMAN Isoform B of Manganese-transporting ATPase 13A1 OS=Homo sapiens OX=9606 GN=ATP13A1	2	ER	1	---	-0.931492	-0.816799
1537		PPIB	Peptidyl-prolyl cis-trans isomerase B	PPIB	sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2	2	ER	3	---	-3.12115	-1.00938
1043		RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1	sp|P04843|RPN1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1	2	ER	18	---	-2.15241	-0.710599
2407		SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1	SEC61A1	sp|P61619|S61A1_HUMAN Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens OX=9606 GN=SEC61A1 PE=1 SV=2;sp|P61619-3|S61A1_HUMAN Isoform 3 of Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens OX=9606 GN=SEC61A1	2	ER	1	---	-2.03793	-0.315496
2327		TMEM33	Transmembrane protein 33	TMEM33	sp|P57088|TMM33_HUMAN Transmembrane protein 33 OS=Homo sapiens OX=9606 GN=TMEM33 PE=1 SV=2	2	ER	1	---	-0.540348	-0.0453197
3202		SPCS2	Signal peptidase complex subunit 2	SPCS2	sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3	2	ER	2	---	-1.29828	-0.285333
2351		SEC61B	Protein transport protein Sec61 subunit beta	SEC61B	sp|P60468|SC61B_HUMAN Protein transport protein Sec61 subunit beta OS=Homo sapiens OX=9606 GN=SEC61B PE=1 SV=2	2	ER	3	---	-1.80664	-0.27275
778		SRP72	Signal recognition particle subunit SRP72	SRP72	sp|O76094|SRP72_HUMAN Signal recognition particle subunit SRP72 OS=Homo sapiens OX=9606 GN=SRP72 PE=1 SV=3;sp|O76094-2|SRP72_HUMAN Isoform 2 of Signal recognition particle subunit SRP72 OS=Homo sapiens OX=9606 GN=SRP72	2	ER	11	---	-0.00498224	1.86145
334		SPTLC1	Serine palmitoyltransferase 1	SPTLC1	sp|O15269|SPTC1_HUMAN Serine palmitoyltransferase 1 OS=Homo sapiens OX=9606 GN=SPTLC1 PE=1 SV=1	2	ER	2	---	-0.0123053	2.09023
7082		SRP68	Signal recognition particle subunit SRP68	SRP68	sp|Q9UHB9|SRP68_HUMAN Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2;sp|Q9UHB9-4|SRP68_HUMAN Isoform 4 of Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68;sp|Q9UHB9-2|SRP68_HUMAN Isoform 2 of	2	ER	14	---	-0.258874	1.63883
198		SCD	Acyl-CoA desaturase	SCD	sp|O00767|ACOD_HUMAN Acyl-CoA desaturase OS=Homo sapiens OX=9606 GN=SCD PE=1 SV=2	2	ER	1	---	0.412493	-2.94332
1389		ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	ATP2A2	sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;sp|P16615-5|AT2A2_HUMAN Isoform 5 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2;sp|P16615-2|AT2	2	ER	6	---	-1.24115	0.169472
3541		HSD17B12	Very-long-chain 3-oxoacyl-CoA reductase	HSD17B12	sp|Q53GQ0|DHB12_HUMAN Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2	2	ER	2	---	-1.75563	0.661082
4885		HM13	Minor histocompatibility antigen H13	HM13	sp|Q8TCT9-5|HM13_HUMAN Isoform 5 of Minor histocompatibility antigen H13 OS=Homo sapiens OX=9606 GN=HM13;sp|Q8TCT9|HM13_HUMAN Minor histocompatibility antigen H13 OS=Homo sapiens OX=9606 GN=HM13 PE=1 SV=1	2	ER	1	---	-1.23658	-1.00721
3091		MLEC	Malectin	MLEC	sp|Q14165|MLEC_HUMAN Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1	2	ER	4	---	-1.77442	-0.701037
1978		STT3A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	STT3A	sp|P46977|STT3A_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2;sp|P46977-2|STT3A_HUMAN Isoform 2 of Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	2	ER	2	---	-2.03994	-2.26978
1631		CANX	Calnexin	CANX	sp|P27824-2|CALX_HUMAN Isoform 2 of Calnexin OS=Homo sapiens OX=9606 GN=CANX;sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2;sp|P27824-3|CALX_HUMAN Isoform 3 of Calnexin OS=Homo sapiens OX=9606 GN=CANX	2	ER	8	---	-2.32366	-0.36948
5217		NCLN	Nicalin	NCLN	sp|Q969V3-2|NCLN_HUMAN Isoform 2 of Nicalin OS=Homo sapiens OX=9606 GN=NCLN;sp|Q969V3|NCLN_HUMAN Nicalin OS=Homo sapiens OX=9606 GN=NCLN PE=1 SV=2	2	ER	2	---	-2.19154	-1.08399
6922		VAPA	Vesicle-associated membrane protein-associated protein A	VAPA	sp|Q9P0L0|VAPA_HUMAN Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3;sp|Q9P0L0-2|VAPA_HUMAN Isoform 2 of Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA	2	ER	1	---	-0.534079	0.76098
6673		SACM1L	Phosphatidylinositide phosphatase SAC1	SACM1L	sp|Q9NTJ5|SAC1_HUMAN Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=2;sp|Q9NTJ5-2|SAC1_HUMAN Isoform 2 of Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L	2	ER	2	---	-0.703993	0.404706
4879		STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	STT3B	sp|Q8TCJ2|STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens OX=9606 GN=STT3B PE=1 SV=1	2	ER	3	---	-1.06004	-1.11632
1096		EPHX1	Epoxide hydrolase 1	EPHX1	sp|P07099|HYEP_HUMAN Epoxide hydrolase 1 OS=Homo sapiens OX=9606 GN=EPHX1 PE=1 SV=1	2	ER	3	---	-1.07791	-2.0813
2372		SRP54	Signal recognition particle 54 kDa protein	SRP54	sp|P61011|SRP54_HUMAN Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54 PE=1 SV=1;sp|P61011-2|SRP54_HUMAN Isoform 2 of Signal recognition particle 54 kDa protein OS=Homo sapiens OX=9606 GN=SRP54	2	ER	9	---	-0.779232	0.825848
6966		RRBP1	Ribosome-binding protein 1	RRBP1	sp|Q9P2E9|RRBP1_HUMAN Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5;sp|Q9P2E9-3|RRBP1_HUMAN Isoform 2 of Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1	2	ER	1	---	-0.693757	-0.273833
21		NBAS	Neuroblastoma-amplified sequence	NBAS	sp|A2RRP1|NBAS_HUMAN Neuroblastoma-amplified sequence OS=Homo sapiens OX=9606 GN=NBAS PE=1 SV=2;sp|A2RRP1-2|NBAS_HUMAN Isoform 2 of Neuroblastoma-amplified sequence OS=Homo sapiens OX=9606 GN=NBAS	2	ER	4	---	-0.691642	0.539065
6227		EHD4	EH domain-containing protein 4	EHD4	sp|Q9H223|EHD4_HUMAN EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1	3	Endosome	14	---	3.9332	-0.504318
6303		EHD1	EH domain-containing protein 1	EHD1	sp|Q9H4M9|EHD1_HUMAN EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2	3	Endosome	28	---	4.83156	0.181638
1482		M6PR	Cation-dependent mannose-6-phosphate receptor	M6PR	sp|P20645|MPRD_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1	3	Endosome	5	---	4.11037	4.96755
5707		SORT1	Sortilin	SORT1	sp|Q99523|SORT_HUMAN Sortilin OS=Homo sapiens OX=9606 GN=SORT1 PE=1 SV=3;sp|Q99523-2|SORT_HUMAN Isoform 2 of Sortilin OS=Homo sapiens OX=9606 GN=SORT1	3	Endosome	2	---	2.93749	3.06338
4354		STX12	Syntaxin-12	STX12	sp|Q86Y82|STX12_HUMAN Syntaxin-12 OS=Homo sapiens OX=9606 GN=STX12 PE=1 SV=1	3	Endosome	1	---	2.99147	1.94082
2559		BLOC1S1	Biogenesis of lysosome-related organelles complex 1 subunit 1	BLOC1S1	sp|P78537-2|BL1S1_HUMAN Isoform 2 of Biogenesis of lysosome-related organelles complex 1 subunit 1 OS=Homo sapiens OX=9606 GN=BLOC1S1;sp|P78537|BL1S1_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 1 OS=Homo sapiens OX=9606 GN=BLOC1S1 PE=	3	Endosome	1	---	-0.511114	1.09651
1268		IGF2R	Cation-independent mannose-6-phosphate receptor	IGF2R	sp|P11717|MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3	3	Endosome	35	---	3.65611	3.26563
348		STX7	Syntaxin-7	STX7	sp|O15400-2|STX7_HUMAN Isoform 2 of Syntaxin-7 OS=Homo sapiens OX=9606 GN=STX7;sp|O15400|STX7_HUMAN Syntaxin-7 OS=Homo sapiens OX=9606 GN=STX7 PE=1 SV=4	3	Endosome	4	---	2.81517	-0.187931
3369		RAB11B	Ras-related protein Rab-11B	RAB11B	sp|Q15907|RB11B_HUMAN Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4;sp|Q15907-2|RB11B_HUMAN Isoform 2 of Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B	3	Endosome	13	---	2.34989	-0.953594
2795		VAC14	Protein VAC14 homolog	VAC14	sp|Q08AM6|VAC14_HUMAN Protein VAC14 homolog OS=Homo sapiens OX=9606 GN=VAC14 PE=1 SV=1	3	Endosome	4	---	0.778822	1.72534
6736		ARL8B	ADP-ribosylation factor-like protein 8B	ARL8B	sp|Q9NVJ2|ARL8B_HUMAN ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1	3	Endosome	2	---	-0.127077	1.82792
864		SNAPIN	SNARE-associated protein Snapin	SNAPIN	sp|O95295|SNAPN_HUMAN SNARE-associated protein Snapin OS=Homo sapiens OX=9606 GN=SNAPIN PE=1 SV=1	3	Endosome	1	---	0.198096	1.68744
463		STX6	Syntaxin-6	STX6	sp|O43752|STX6_HUMAN Syntaxin-6 OS=Homo sapiens OX=9606 GN=STX6 PE=1 SV=1	3	Endosome	1	---	2.74219	0.499289
1477		RAB4A	Ras-related protein Rab-4A	RAB4A	sp|P20338|RAB4A_HUMAN Ras-related protein Rab-4A OS=Homo sapiens OX=9606 GN=RAB4A PE=1 SV=3	3	Endosome	1	---	1.76618	-0.252937
5247		VTI1A	Vesicle transport through interaction with t-SNAREs homolog 1A	VTI1A	sp|Q96AJ9-1|VTI1A_HUMAN Isoform 1 of Vesicle transport through interaction with t-SNAREs homolog 1A OS=Homo sapiens OX=9606 GN=VTI1A;sp|Q96AJ9|VTI1A_HUMAN Vesicle transport through interaction with t-SNAREs homolog 1A OS=Homo sapiens OX=9606 GN=VTI1A PE=1	3	Endosome	3	---	3.03289	2.16152
308		SCAMP1	Secretory carrier-associated membrane protein 1	SCAMP1	sp|O15126|SCAM1_HUMAN Secretory carrier-associated membrane protein 1 OS=Homo sapiens OX=9606 GN=SCAMP1 PE=1 SV=2;sp|O15126-2|SCAM1_HUMAN Isoform 2 of Secretory carrier-associated membrane protein 1 OS=Homo sapiens OX=9606 GN=SCAMP1	3	Endosome	3	---	2.63293	2.43692
257		SCAMP3	Secretory carrier-associated membrane protein 3	SCAMP3	sp|O14828|SCAM3_HUMAN Secretory carrier-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=SCAMP3 PE=1 SV=3;sp|O14828-2|SCAM3_HUMAN Isoform 2 of Secretory carrier-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=SCAMP3	3	Endosome	10	---	2.82962	2.47434
309		SCAMP2	Secretory carrier-associated membrane protein 2	SCAMP2	sp|O15127|SCAM2_HUMAN Secretory carrier-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=SCAMP2 PE=1 SV=2	3	Endosome	4	---	2.50165	2.0989
232		STX16	Syntaxin-16	STX16	sp|O14662-2|STX16_HUMAN Isoform A of Syntaxin-16 OS=Homo sapiens OX=9606 GN=STX16;sp|O14662-4|STX16_HUMAN Isoform D of Syntaxin-16 OS=Homo sapiens OX=9606 GN=STX16;sp|O14662-5|STX16_HUMAN Isoform E of Syntaxin-16 OS=Homo sapiens OX=9606 GN=STX16;sp|O14662|	3	Endosome	1	---	2.8	-0.452171
627		DNAJC13	DnaJ homolog subfamily C member 13	DNAJC13	sp|O75165|DJC13_HUMAN DnaJ homolog subfamily C member 13 OS=Homo sapiens OX=9606 GN=DNAJC13 PE=1 SV=5	3	Endosome	20	---	1.64738	1.64649
532		SNX3	Sorting nexin-3	SNX3	sp|O60493|SNX3_HUMAN Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3;sp|O60493-2|SNX3_HUMAN Isoform 2 of Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3;sp|O60493-4|SNX3_HUMAN Isoform 4 of Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3;sp|O60493	3	Endosome	2	---	-1.8653	-1.3673
2383		RAB14	Ras-related protein Rab-14	RAB14	sp|P61106|RAB14_HUMAN Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4	3	Endosome	7	---	1.67352	-0.37098
534		STX10	Syntaxin-10	STX10	sp|O60499|STX10_HUMAN Syntaxin-10 OS=Homo sapiens OX=9606 GN=STX10 PE=1 SV=1	3	Endosome	1	---	3.09361	-0.192659
2160		VAMP7	Vesicle-associated membrane protein 7	VAMP7	sp|P51809|VAMP7_HUMAN Vesicle-associated membrane protein 7 OS=Homo sapiens OX=9606 GN=VAMP7 PE=1 SV=3;sp|P51809-3|VAMP7_HUMAN Isoform 3 of Vesicle-associated membrane protein 7 OS=Homo sapiens OX=9606 GN=VAMP7;sp|P51809-2|VAMP7_HUMAN Isoform 2 of Vesicle-	3	Endosome	1	---	2.08333	0.160013
3459		KIAA1033	WASH complex subunit 7	KIAA1033	sp|Q2M389|WASC4_HUMAN WASH complex subunit 4 OS=Homo sapiens OX=9606 GN=WASHC4 PE=1 SV=2;sp|Q2M389-2|WASC4_HUMAN Isoform 2 of WASH complex subunit 4 OS=Homo sapiens OX=9606 GN=WASHC4	3	Endosome	6	---	-0.525082	0.790452
2157		CLCN3	H(+)/Cl(-) exchange transporter 3	CLCN3	sp|P51790-4|CLCN3_HUMAN Isoform 3 of H(+)/Cl(-) exchange transporter 3 OS=Homo sapiens OX=9606 GN=CLCN3;sp|P51790|CLCN3_HUMAN H(+)/Cl(-) exchange transporter 3 OS=Homo sapiens OX=9606 GN=CLCN3 PE=1 SV=2;sp|P51790-5|CLCN3_HUMAN Isoform 4 of H(+)/Cl(-) excha	3	Endosome	2	---	2.74632	1.25273
680		VPS26A	Vacuolar protein sorting-associated protein 26A	VPS26A	sp|O75436|VP26A_HUMAN Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A PE=1 SV=2;sp|O75436-2|VP26A_HUMAN Isoform 2 of Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A	3	Endosome	7	---	0.289978	-0.436913
2822		KIAA0196	WASH complex subunit strumpellin	KIAA0196	sp|Q12768|WASC5_HUMAN WASH complex subunit 5 OS=Homo sapiens OX=9606 GN=WASHC5 PE=1 SV=1	3	Endosome	2	---	-0.176711	0.980751
5254		VPS33A	Vacuolar protein sorting-associated protein 33A	VPS33A	sp|Q96AX1|VP33A_HUMAN Vacuolar protein sorting-associated protein 33A OS=Homo sapiens OX=9606 GN=VPS33A PE=1 SV=1	3	Endosome	3	---	0.455904	1.10094
3507		VPS26B	Vacuolar protein sorting-associated protein 26B	VPS26B	sp|Q4G0F5|VP26B_HUMAN Vacuolar protein sorting-associated protein 26B OS=Homo sapiens OX=9606 GN=VPS26B PE=1 SV=2	3	Endosome	9	---	0.286375	0.995111
2400		ATP6V0D1	V-type proton ATPase subunit d 1	ATP6V0D1	sp|P61421|VA0D1_HUMAN V-type proton ATPase subunit d 1 OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1	3	Endosome	1	---	1.09633	1.15833
221		AP3D1	AP-3 complex subunit delta-1	AP3D1	sp|O14617-5|AP3D1_HUMAN Isoform 5 of AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1;sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;sp|O14617-4|AP3D1_HUMAN Isoform 4 of AP-3 complex subunit delta	3	Endosome	9	---	-0.481901	0.805883
6638		VPS45	Vacuolar protein sorting-associated protein 45	VPS45	sp|Q9NRW7|VPS45_HUMAN Vacuolar protein sorting-associated protein 45 OS=Homo sapiens OX=9606 GN=VPS45 PE=1 SV=1;sp|Q9NRW7-2|VPS45_HUMAN Isoform 2 of Vacuolar protein sorting-associated protein 45 OS=Homo sapiens OX=9606 GN=VPS45	3	Endosome	3	---	1.39543	-0.320221
6948		VPS18	Vacuolar protein sorting-associated protein 18 homolog	VPS18	sp|Q9P253|VPS18_HUMAN Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=VPS18 PE=1 SV=2	3	Endosome	5	---	-0.705463	-0.556088
6981		ANKFY1	Rabankyrin-5	ANKFY1	sp|Q9P2R3|ANFY1_HUMAN Rabankyrin-5 OS=Homo sapiens OX=9606 GN=ANKFY1 PE=1 SV=2;sp|Q9P2R3-4|ANFY1_HUMAN Isoform 4 of Rabankyrin-5 OS=Homo sapiens OX=9606 GN=ANKFY1;sp|Q9P2R3-2|ANFY1_HUMAN Isoform 2 of Rabankyrin-5 OS=Homo sapiens OX=9606 GN=ANKFY1	3	Endosome	17	---	0.465167	0.0345163
1010		TFRC	Transferrin receptor protein 1;Transferrin receptor protein 1, serum form	TFRC	sp|P02786|TFR1_HUMAN Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2	3	Endosome	26	---	1.73069	0.146054
7604		SNX5	Sorting nexin-5	SNX5	sp|Q9Y5X3|SNX5_HUMAN Sorting nexin-5 OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=1	3	Endosome	8	---	0.043626	-0.404389
6232		VPS11	Vacuolar protein sorting-associated protein 11 homolog	VPS11	sp|Q9H270|VPS11_HUMAN Vacuolar protein sorting-associated protein 11 homolog OS=Homo sapiens OX=9606 GN=VPS11 PE=1 SV=1	3	Endosome	3	---	-0.404175	0.707356
6231		VPS16	Vacuolar protein sorting-associated protein 16 homolog	VPS16	sp|Q9H269|VPS16_HUMAN Vacuolar protein sorting-associated protein 16 homolog OS=Homo sapiens OX=9606 GN=VPS16 PE=1 SV=2;sp|Q9H269-2|VPS16_HUMAN Isoform 2 of Vacuolar protein sorting-associated protein 16 homolog OS=Homo sapiens OX=9606 GN=VPS16	3	Endosome	3	---	-0.613252	0.459481
7418		AP3M1	AP-3 complex subunit mu-1	AP3M1	sp|Q9Y2T2|AP3M1_HUMAN AP-3 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP3M1 PE=1 SV=1	3	Endosome	1	---	-0.286518	-0.0944082
7514		ATP6V0A2	V-type proton ATPase 116 kDa subunit a isoform 2	ATP6V0A2	sp|Q9Y487|VPP2_HUMAN V-type proton ATPase 116 kDa subunit a isoform 2 OS=Homo sapiens OX=9606 GN=ATP6V0A2 PE=1 SV=2	3	Endosome	1	---	2.41809	0.646333
5129		STAM	Signal transducing adapter molecule 1	STAM	sp|Q92783-2|STAM1_HUMAN Isoform 2 of Signal transducing adapter molecule 1 OS=Homo sapiens OX=9606 GN=STAM;sp|Q92783|STAM1_HUMAN Signal transducing adapter molecule 1 OS=Homo sapiens OX=9606 GN=STAM PE=1 SV=3	3	Endosome	4	---	0.0324174	-0.218195
5276		ARL8A	ADP-ribosylation factor-like protein 8A	ARL8A	sp|Q96BM9|ARL8A_HUMAN ADP-ribosylation factor-like protein 8A OS=Homo sapiens OX=9606 GN=ARL8A PE=1 SV=1	3	Endosome	1	---	0.956374	0.0932943
5097		TBC1D5	TBC1 domain family member 5	TBC1D5	sp|Q92609|TBCD5_HUMAN TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5 PE=1 SV=1;sp|Q92609-2|TBCD5_HUMAN Isoform 2 of TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5	3	Endosome	1	---	-0.383447	0.52076
7603		SNX8	Sorting nexin-8	SNX8	sp|Q9Y5X2|SNX8_HUMAN Sorting nexin-8 OS=Homo sapiens OX=9606 GN=SNX8 PE=1 SV=1	3	Endosome	3	---	-0.0806205	-0.0528
3907		SCYL2	SCY1-like protein 2	SCYL2	sp|Q6P3W7|SCYL2_HUMAN SCY1-like protein 2 OS=Homo sapiens OX=9606 GN=SCYL2 PE=1 SV=1	3	Endosome	2	---	-1.0558	-1.10665
3242		EEA1	Early endosome antigen 1	EEA1	sp|Q15075|EEA1_HUMAN Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2	3	Endosome	1	---	-0.104265	-0.100768
2603		CCZ1	Vacuolar fusion protein CCZ1 homolog;Vacuolar fusion protein CCZ1 homolog B	CCZ1;CCZ1B	sp|P86791|CCZ1_HUMAN Vacuolar fusion protein CCZ1 homolog OS=Homo sapiens OX=9606 GN=CCZ1 PE=1 SV=1;sp|P86790|CCZ1B_HUMAN Vacuolar fusion protein CCZ1 homolog B OS=Homo sapiens OX=9606 GN=CCZ1B PE=1 SV=1	3	Endosome	4	---	-0.178839	-0.977545
122		AP3B1	AP-3 complex subunit beta-1	AP3B1	sp|O00203-3|AP3B1_HUMAN Isoform 2 of AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1;sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	3	Endosome	5	---	-0.994872	-0.513542
567		SNX2	Sorting nexin-2	SNX2	sp|O60749|SNX2_HUMAN Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2;sp|O60749-2|SNX2_HUMAN Isoform 2 of Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2	3	Endosome	9	---	-0.587716	-0.517732
7116		ATP6V1H	V-type proton ATPase subunit H	ATP6V1H	sp|Q9UI12-2|VATH_HUMAN Isoform 2 of V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H;sp|Q9UI12|VATH_HUMAN V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1	3	Endosome	6	---	-0.0724725	0.157341
